flow,suck,blow,temp
0.10,0.01,0.01,23.06
0.20,0.01,0.01,23.16
0.30,0.01,0.01,23.21
0.40,0.01,0.01,23.29
0.50,0.01,0.01,23.31
0.60,0.01,0.00,23.40
0.70,0.01,0.01,23.40
0.80,0.01,0.01,23.45
0.90,0.01,0.01,23.50
