flow,suck,blow,temp
0.10,0.12,-0.16,25.10
0.20,0.52,-0.61,25.10
0.30,1.37,-1.61,25.10
0.40,2.75,-3.26,25.10
0.50,4.70,-5.41,25.10
0.60,7.40,-8.51,25.11
0.70,10.07,-11.17,25.11
0.80,13.72,-15.77,25.11
0.90,16.10,-18.46,25.12
1.00,18.54,-22.74,25.13
1.10,19.98,-24.76,25.14
1.20,22.58,-28.76,25.13
1.30,27.24,-34.96,25.15
1.40,31.54,-40.06,25.14
1.50,36.68,-45.51,25.15
1.60,40.09,-52.28,25.17
1.70,47.25,-61.02,25.14
