flow,suck,blow,temp
0.10,-0.17,0.20,21.10
0.20,-0.73,0.80,21.10
0.30,-1.72,1.91,21.10
0.40,-3.11,3.55,21.08
0.50,-5.35,5.92,21.06
0.60,-8.97,9.85,21.04
0.70,-13.46,14.09,21.02
0.80,-20.91,20.43,21.01
0.90,-26.93,25.97,21.01
1.00,-34.88,32.91,21.00
1.10,-42.31,39.93,20.99
1.20,-51.26,48.77,20.99
1.30,-63.52,60.15,20.98
1.40,-71.53,67.46,20.97
1.50,-81.09,76.72,20.96
1.60,-92.23,87.96,20.95
1.70,-106.84,101.29,20.94
1.80,-122.98,117.13,20.93
1.90,-135.28,134.85,20.92
