flow,suck,blow,temp
0.10,0.24,-0.21,23.90
0.20,0.86,-0.86,23.91
0.30,1.95,-2.00,23.91
0.40,3.78,-3.95,23.92
0.50,6.31,-6.66,23.93
0.60,10.63,-11.05,23.93
0.70,15.31,-15.27,23.95
0.80,22.77,-22.71,23.96
0.90,28.73,-28.57,23.97
1.00,37.11,-36.41,23.98
1.10,44.20,-43.36,23.97
1.20,53.59,-52.12,23.99
1.30,64.61,-65.81,23.98
1.40,75.54,-74.66,23.99
1.50,87.54,-84.72,23.98
1.60,97.91,-96.29,23.98
1.70,112.65,-110.36,23.98
