flow,suck,blow,temp
0.10,0.10,-0.13,24.43
0.20,0.55,-0.60,24.47
0.30,1.48,-1.64,24.49
0.40,2.94,-3.27,24.50
0.50,4.86,-5.43,24.50
0.60,7.68,-8.50,24.50
0.70,10.40,-11.23,24.50
0.80,14.74,-16.80,24.50
0.90,18.38,-20.81,24.50
1.00,23.15,-26.37,24.50
1.10,27.07,-31.02,24.50
1.20,30.57,-35.23,24.50
1.30,36.29,-43.20,24.51
1.40,42.17,-48.01,24.50
1.50,47.56,-54.68,24.50
1.60,53.06,-62.98,24.50
1.70,60.75,-71.95,24.50
