flow,suck,blow,temp
0.10,0.11,-0.12,22.15
0.20,0.62,-0.69,22.16
0.30,1.61,-1.80,22.18
0.40,3.08,-3.50,22.19
0.50,5.23,-5.77,22.20
0.60,8.15,-9.15,22.20
0.70,10.97,-11.95,22.20
0.80,15.57,-17.58,22.20
0.90,19.81,-22.09,22.20
1.00,25.58,-28.24,22.20
1.10,29.67,-32.55,22.20
1.20,34.67,-37.41,22.20
1.30,41.20,-47.22,22.20
1.40,47.21,-53.12,22.20
1.50,53.07,-60.31,22.20
1.60,59.48,-69.05,22.20
1.70,67.85,-80.13,22.20
