flow,suck,blow,temp
0.10,0.15,-0.14,25.20
0.20,0.65,-0.71,25.20
0.30,1.64,-1.77,25.20
0.40,3.06,-3.41,25.23
0.50,5.03,-5.58,25.27
0.60,7.83,-8.84,25.29
0.70,10.54,-11.64,25.30
0.80,14.83,-17.07,25.30
0.90,19.02,-21.55,25.30
1.00,24.64,-28.26,25.31
1.10,30.04,-34.63,25.32
1.20,36.36,-41.15,25.33
1.30,44.87,-53.43,25.34
1.40,52.74,-61.00,25.37
1.50,60.76,-69.76,25.39
1.60,67.74,-79.25,25.40
1.70,78.47,-90.63,25.40
