flow,suck,blow,temp
0.10,1.19,-1.13,24.23
0.20,2.65,-2.61,24.28
0.30,4.36,-4.24,24.29
0.40,6.30,-6.19,24.30
0.50,8.53,-8.34,24.30
0.60,10.92,-10.78,24.30
0.70,13.39,-12.84,24.30
0.80,16.55,-16.34,24.30
0.90,19.21,-18.87,24.30
1.00,22.68,-22.60,24.30
1.10,25.49,-25.61,24.30
1.20,28.75,-29.38,24.32
1.30,33.65,-35.66,24.30
1.40,38.27,-40.10,24.30
1.50,42.75,-44.94,24.33
1.60,47.31,-50.35,24.30
1.70,53.09,-56.94,24.32
