flow,suck,blow,temp
0.10,0.11,-0.13,20.53
0.20,0.57,-0.66,20.60
0.30,1.58,-1.80,20.60
0.40,3.13,-3.55,20.62
0.50,5.19,-5.83,20.69
0.60,8.08,-9.29,20.70
0.70,11.30,-12.16,20.70
0.80,15.64,-17.69,20.70
0.90,19.49,-22.25,20.74
1.00,24.94,-28.51,20.78
1.10,28.59,-32.89,20.79
1.20,33.33,-38.10,20.80
1.30,38.83,-47.29,20.80
1.40,44.34,-53.59,20.80
1.50,49.53,-61.33,20.80
1.60,56.80,-69.07,20.80
1.70,63.80,-79.39,20.80
