flow,suck,blow,temp
0.10,1.18,-1.11,24.20
0.20,2.70,-2.60,24.20
0.30,4.45,-4.22,24.20
0.40,6.54,-6.14,24.20
0.50,8.77,-8.31,24.20
0.60,11.46,-10.77,24.20
0.70,14.16,-12.50,24.20
0.80,17.39,-16.10,24.20
0.90,20.28,-18.93,24.20
1.00,24.57,-22.43,24.20
1.10,27.70,-25.54,24.19
1.20,31.66,-28.83,24.19
1.30,37.59,-35.65,24.20
1.40,41.98,-39.89,24.17
1.50,46.97,-44.42,24.16
1.60,51.41,-50.30,24.15
1.70,58.11,-56.63,24.14
