flow,suck,blow,temp
0.10,-0.12,0.11,23.03
0.20,-0.61,0.61,23.08
0.30,-1.65,1.64,23.12
0.40,-3.19,3.18,23.15
0.50,-5.40,5.32,23.19
0.60,-8.59,8.45,23.22
0.70,-11.50,11.39,23.23
0.80,-15.99,15.50,23.24
0.90,-19.16,18.65,23.26
1.00,-22.65,21.83,23.27
1.10,-25.52,25.22,23.27
1.20,-30.03,29.64,23.26
1.30,-37.24,35.88,23.26
1.40,-42.23,40.29,23.27
1.50,-48.26,46.16,23.27
1.60,-55.70,53.60,23.27
1.70,-65.55,61.99,23.27
1.80,-76.80,73.38,23.27
1.90,-91.43,88.32,23.28
