flow,suck,blow,temp
0.10,0.35,-0.41,22.99
0.20,1.32,-1.49,22.92
0.30,3.09,-3.38,22.87
0.40,5.64,-6.25,22.82
0.50,9.18,-10.40,22.79
0.60,15.05,-17.19,22.74
0.70,21.25,-24.25,22.70
0.80,31.84,-34.79,22.67
0.90,39.90,-43.69,22.63
1.00,50.66,-55.48,22.61
1.10,60.65,-67.22,22.59
1.20,73.10,-82.00,22.58
1.30,90.50,-101.08,22.57
1.40,101.58,-113.06,22.56
1.50,114.90,-128.51,22.55
1.60,131.02,-147.48,22.54
1.70,151.62,-169.26,22.54
1.80,174.63,-196.43,22.52
1.90,205.14,-231.39,22.51
