flow,suck,blow,temp
0.10,-0.06,0.05,21.31
0.20,-0.20,0.21,21.29
0.30,-0.47,0.47,21.25
0.40,-0.85,0.96,21.20
0.50,-1.53,1.80,21.17
0.60,-2.77,3.75,21.13
0.70,-4.86,5.87,21.11
0.80,-8.54,8.75,21.08
0.90,-11.30,11.21,21.06
1.00,-14.80,14.14,21.05
1.10,-17.95,17.17,21.04
1.20,-21.84,21.01,21.04
1.30,-27.17,26.04,21.03
1.40,-30.69,29.38,21.02
1.50,-34.65,33.35,21.02
1.60,-39.63,38.42,21.01
1.70,-45.72,44.24,21.00
1.80,-52.75,51.12,21.00
1.90,-61.87,60.79,20.98
