flow,suck,blow,temp
0.10,0.06,-0.09,23.70
0.20,0.35,-0.35,23.70
0.30,0.99,-1.03,23.71
0.40,2.05,-2.23,23.77
0.50,3.46,-3.81,23.79
0.60,5.60,-6.11,23.80
0.70,7.65,-8.25,23.80
0.80,10.44,-11.76,23.80
0.90,12.02,-13.17,23.81
1.00,13.63,-16.22,23.82
1.10,14.76,-17.25,23.82
1.20,15.54,-18.74,23.85
1.30,18.16,-23.30,23.85
1.40,20.66,-25.49,23.87
1.50,23.27,-28.74,23.89
1.60,26.48,-33.81,23.89
1.70,30.44,-39.76,23.89
