flow,suck,blow,temp
0.10,1.15,-1.19,23.90
0.20,2.58,-2.67,23.90
0.30,4.30,-4.38,23.90
0.40,6.21,-6.43,23.91
0.50,8.49,-8.70,23.90
0.60,11.01,-11.38,23.91
0.70,13.49,-13.69,23.91
0.80,16.74,-17.50,23.91
0.90,19.68,-20.30,23.90
1.00,23.46,-24.37,23.91
1.10,26.51,-27.67,23.90
1.20,29.97,-31.38,23.90
1.30,34.82,-37.27,23.90
1.40,39.50,-41.60,23.90
1.50,43.55,-45.47,23.91
1.60,48.43,-51.09,23.90
1.70,54.00,-57.02,23.90
