flow,suck,blow,temp
0.10,0.13,-0.14,22.49
0.20,0.47,-0.52,22.50
0.30,1.01,-1.16,22.50
0.40,1.92,-2.34,22.50
0.50,3.27,-4.01,22.50
0.60,6.43,-6.54,22.50
0.70,9.64,-9.44,22.50
0.80,14.03,-14.49,22.51
0.90,17.85,-18.42,22.52
1.00,23.14,-23.80,22.55
1.10,28.05,-28.53,22.55
1.20,33.54,-34.47,22.57
1.30,41.11,-43.55,22.55
1.40,48.32,-49.61,22.56
1.50,55.51,-56.25,22.58
1.60,62.54,-63.73,22.58
1.70,72.96,-73.11,22.60
