flow,suck,blow,temp
0.10,0.10,-0.11,24.58
0.20,0.55,-0.52,24.60
0.30,1.42,-1.44,24.60
0.40,2.83,-3.06,24.60
0.50,4.76,-5.09,24.60
0.60,7.54,-8.27,24.62
0.70,10.36,-10.88,24.65
0.80,14.09,-14.89,24.67
0.90,16.43,-17.00,24.69
1.00,19.38,-19.99,24.69
1.10,21.36,-23.03,24.70
1.20,23.41,-25.40,24.70
1.30,28.99,-32.52,24.70
1.40,32.95,-37.28,24.70
1.50,36.81,-42.52,24.70
1.60,41.90,-49.19,24.70
1.70,48.09,-57.26,24.70
