flow,suck,blow,temp
0.10,0.13,-0.12,24.10
0.20,0.59,-0.57,24.10
0.30,1.71,-1.87,24.11
0.40,3.31,-3.65,24.12
0.50,5.46,-5.99,24.15
0.60,8.54,-9.63,24.17
0.70,11.58,-12.49,24.18
0.80,16.01,-18.02,24.18
0.90,18.66,-21.44,24.19
1.00,22.85,-26.52,24.19
1.10,24.92,-29.73,24.20
1.20,29.12,-34.09,24.19
1.30,33.38,-41.38,24.19
1.40,37.98,-46.82,24.19
1.50,43.89,-53.10,24.20
1.60,48.18,-60.26,24.20
1.70,56.04,-69.71,24.20
