flow,suck,blow,temp
0.10,-0.13,0.15,21.49
0.20,-0.70,0.69,21.50
0.30,-1.79,1.75,21.54
0.40,-3.42,3.30,21.59
0.50,-5.72,5.41,21.60
0.60,-9.20,8.54,21.60
0.70,-12.32,11.00,21.60
0.80,-17.77,15.98,21.60
0.90,-22.27,20.27,21.60
1.00,-28.25,26.07,21.61
1.10,-33.59,30.80,21.60
1.20,-39.75,36.11,21.61
1.30,-46.43,44.59,21.60
1.40,-54.36,49.66,21.60
1.50,-63.11,56.21,21.63
1.60,-70.71,62.61,21.62
1.70,-83.01,71.93,21.62
