flow,suck,blow,temp
0.10,0.90,-0.95,22.60
0.20,2.19,-2.25,22.60
0.30,3.81,-3.87,22.60
0.40,5.68,-5.91,22.60
0.50,7.97,-8.20,22.60
0.60,10.77,-11.12,22.60
0.70,13.38,-13.50,22.60
0.80,17.09,-17.68,22.60
0.90,20.08,-20.81,22.60
1.00,24.30,-25.51,22.60
1.10,27.93,-29.31,22.60
1.20,32.34,-33.92,22.60
1.30,38.25,-41.07,22.60
1.40,43.43,-45.83,22.60
1.50,48.59,-50.75,22.60
1.60,53.35,-56.28,22.60
1.70,60.22,-62.93,22.59
