flow,suck,blow,temp
0.10,-0.13,0.09,23.90
0.20,-0.65,0.55,23.90
0.30,-1.76,1.53,23.91
0.40,-3.53,3.12,23.96
0.50,-5.85,5.13,23.99
0.60,-9.33,8.22,24.00
0.70,-12.52,10.60,24.00
0.80,-17.33,15.06,24.00
0.90,-20.53,17.59,24.00
1.00,-24.73,20.57,24.00
1.10,-26.92,23.25,24.00
1.20,-31.61,25.17,24.00
1.30,-37.94,30.08,24.00
1.40,-43.89,33.71,24.00
1.50,-51.47,37.79,24.00
1.60,-58.00,43.52,24.01
1.70,-68.06,50.04,24.00
