flow,suck,blow,temp
0.10,0.15,-0.12,26.29
0.20,0.61,-0.65,26.30
0.30,1.58,-1.76,26.30
0.40,3.02,-3.33,26.30
0.50,4.83,-5.54,26.30
0.60,7.65,-8.75,26.30
0.70,10.33,-11.38,26.30
0.80,14.90,-16.80,26.30
0.90,19.16,-21.45,26.30
1.00,24.71,-28.21,26.30
1.10,30.11,-33.85,26.30
1.20,36.23,-40.56,26.30
1.30,44.82,-52.59,26.30
1.40,51.88,-60.07,26.30
1.50,60.26,-68.71,26.30
1.60,66.81,-78.02,26.30
1.70,77.35,-90.24,26.30
