flow,suck,blow,temp
0.10,0.95,-0.94,23.49
0.20,2.17,-2.28,23.50
0.30,3.80,-3.91,23.50
0.40,5.74,-5.87,23.50
0.50,7.91,-8.17,23.50
0.60,10.75,-11.11,23.50
0.70,13.15,-13.42,23.50
0.80,16.89,-17.53,23.50
0.90,19.93,-20.86,23.50
1.00,24.24,-25.37,23.50
1.10,27.81,-29.27,23.50
1.20,32.49,-33.95,23.50
1.30,38.21,-40.80,23.50
1.40,42.93,-45.51,23.50
1.50,48.86,-50.56,23.50
1.60,53.40,-56.11,23.50
1.70,59.93,-62.54,23.50
