flow,suck,blow,temp
0.10,-0.06,0.07,21.15
0.20,-0.21,0.26,21.17
0.30,-0.46,0.59,21.16
0.40,-0.84,1.15,21.14
0.50,-1.64,2.29,21.12
0.60,-3.53,4.36,21.11
0.70,-5.40,6.04,21.09
0.80,-8.06,8.44,21.07
0.90,-10.25,10.48,21.06
1.00,-13.21,13.07,21.04
1.10,-15.92,15.76,21.04
1.20,-19.29,19.24,21.03
1.30,-23.92,23.64,21.01
1.40,-26.96,26.51,21.01
1.50,-30.33,30.20,20.99
1.60,-34.41,34.55,20.99
1.70,-39.99,39.78,20.98
1.80,-46.00,45.91,20.97
1.90,-53.51,54.08,20.96
