flow,suck,blow,temp
0.10,0.09,-0.08,26.10
0.20,0.34,-0.30,26.10
0.30,0.75,-0.72,26.10
0.40,1.43,-1.46,26.10
0.50,2.39,-2.50,26.10
0.60,4.14,-4.31,26.10
0.70,5.88,-6.42,26.12
0.80,9.41,-10.35,26.12
0.90,12.31,-13.30,26.13
1.00,16.26,-17.58,26.14
1.10,19.50,-21.37,26.14
1.20,23.77,-25.60,26.16
1.30,29.12,-33.30,26.18
1.40,34.43,-37.89,26.17
1.50,39.93,-43.74,26.19
1.60,45.43,-50.11,26.18
1.70,52.39,-58.09,26.17
1.80,61.31,-66.09,26.20
1.90,69.88,-77.88,26.19
