flow,suck,blow,temp
0.10,0.12,-0.12,23.71
0.20,0.61,-0.61,23.79
0.30,1.72,-1.67,23.80
0.40,3.30,-3.31,23.85
0.50,5.53,-5.49,23.90
0.60,8.81,-8.75,23.90
0.70,11.70,-11.27,23.90
0.80,16.33,-16.28,23.91
0.90,19.64,-19.30,23.93
1.00,22.80,-23.64,23.93
1.10,26.15,-26.18,23.96
1.20,30.38,-30.22,23.96
1.30,37.54,-37.69,23.96
1.40,44.53,-42.86,23.98
1.50,52.45,-49.40,23.97
1.60,58.94,-57.04,23.97
1.70,69.77,-65.79,23.99
